,B_2,B_3,B_10,B_15,B_16,B_17,B_18,B_19,B_21,B_24,B_25,Good/Bad
5065,0.0016,0.0,21.61,47.76,520.92,2388.13,8160.34,8.4737,394.0,38.67,23.2048,0
5066,0.0006,0.0004,21.61,47.74,520.62,2388.1,8159.05,8.4528,396.0,38.53,23.1532,0
5067,0.0042,0.0005,21.61,47.81,520.89,2388.12,8159.88,8.4612,394.0,38.75,23.3001,0
5068,0.0,-0.0001,21.61,47.88,520.51,2388.23,8143.292028985507,8.4778,395.0,38.74,23.1926,0
5069,-0.0007,0.0,21.61,47.84,520.68,2388.12,8160.96,8.4587,395.0,38.66,23.155,0
5070,-0.0004,-0.0001,21.61,47.75,520.77,2388.11,8143.292028985507,8.450936842105262,395.0,38.72,23.2813,0
5071,0.0002,0.0,21.61,47.85,520.62,2388.16,8165.44,8.5243,394.0,38.68,23.2388,0
5072,0.0029,-0.0001,21.61,47.74,520.48,2388.11,8167.66,8.4791,394.0,38.57,23.1232,0
5073,0.0027,0.0002,21.61,47.92,520.76,2388.16,8165.73,8.4738,395.0,38.68,23.1838,0
5074,0.003,0.0002,21.61,47.87,520.4,2388.13,8168.42,8.4729,395.0,38.59,23.1701,0
5075,0.0037,0.0002,21.61,47.83,520.8,2388.19,8167.79,8.4853,394.0,38.77504854368932,23.094,0
5076,0.0013,0.0,21.61,47.84,520.66,2388.11,8165.44,8.4364,394.0,38.69,23.2895,0
5077,0.0001,-0.0003,21.61,47.81,520.37,2388.11,8162.43,8.4717,396.0,38.56,23.2368,0
5078,-0.0002,4.7596153846153844e-05,21.61,47.83,520.63,2388.14,8169.02,8.4861,395.0,38.65,23.1098,0
5079,-0.0012,0.0002,21.61,47.77,521.14,2388.14,8166.9,8.4732,397.0,38.46,23.1887,1
5080,-0.002,0.0,21.61,47.91,520.69,2388.13,8175.72,8.4803,395.0,38.58,23.1539,1
5081,0.0032,-0.0004,21.61,47.87,520.61,2388.1,8173.66,8.4887,395.0,38.59,23.1195,1
5082,-0.0005,0.0001,21.61,47.8,520.38,2388.17,8176.05,8.4931,395.0,38.8,23.0951,1
5083,0.0019,-0.0001,21.61,47.72,520.45,2388.09,8173.85,8.5056,396.0,38.47,23.1359,1
5084,0.0018,-0.0002,21.61,47.83,521.01,2388.21,8179.16,8.5222,396.0,38.53,23.1661,1
5085,-0.0014,0.0,21.61,47.72,520.87,2388.14,8179.82,8.4984,394.0,38.59,23.1622,1
5086,0.0006,0.0004,21.61,47.78,520.86,2388.13,8177.14,8.5151,396.0,38.49,23.0941,1
5087,0.0011,0.0,21.61,48.08,520.54,2388.15,8178.39,8.472,394.0,38.48,23.2086,1
5088,-0.0016,0.0005,21.61,47.84,520.2,2388.11,8178.93,8.4615,395.0,38.7,23.1507,1
5089,-0.0002,0.0004,21.61,47.87,520.2,2388.19,8143.292028985507,8.5101,395.0,38.51,23.0703,1
5090,0.0026,0.0003,21.61,47.86,520.72,2388.2,8187.38,8.5002,396.0,38.63,23.1222,1
5091,-0.0026,0.0,21.61,48.07,520.64,2388.13,8187.9,8.4744,396.0,38.77504854368932,23.0674,1
5092,-0.0002,-0.0004,21.61,48.01,520.48,2388.23,8182.37,8.5109,396.0,38.51,23.1052,1
5094,-0.0009,0.0002,21.61,48.0,520.68,2388.17,8189.73,8.5033,396.0,38.59,23.0535,1
5095,0.0017,-0.0002,21.61,47.92,520.02,2388.16,8143.292028985507,8.5153,397.0,38.54,23.0867,1
5096,0.0023,0.0002,21.61,47.96,520.64,2388.15,8194.8,8.5333,397.0,38.52,23.0868,1
5097,0.0009,-0.0003,21.61,48.12,520.2,2388.16,8192.99,8.5042,395.0,38.49,23.1001,1
5098,0.0012,0.0003,21.61,48.01,520.1,2388.09,8196.75,8.5058,397.0,38.55,23.0208,1
5100,0.0005,0.0,21.61,47.86,520.24,2388.122403846154,8196.0,8.4919,396.0,38.38,23.1094,1
5101,0.0001,-0.0003,21.61,47.87,520.51,2388.13,8198.38,8.5265,397.0,38.55,23.0497,1
5102,-0.0015,-0.0001,21.61,48.13,520.38,2388.16,8204.4,8.5232,396.0,38.44,23.1504,1
5103,-0.0028,-0.0004,21.61,48.26,520.02,2388.18,8206.26,8.5088,395.0,38.57,23.0172,1
5104,0.0018,-0.0002,21.61,48.04,520.27,2388.17,8207.18,8.534,397.0,38.34,23.0279,1
5105,-0.0009,-0.0003,21.61,47.89,520.62,2388.22,8204.52,8.4973,398.0,38.5,23.0434,1
5106,-0.0007,-0.0003,21.61,48.05,520.21,2388.19,8207.95,8.5259,396.0,38.28,23.0329,1
5107,-0.005,0.0003,21.61,48.39,519.65,2388.19,8209.96,8.5266,397.0,38.61,23.0262,1
5108,-0.0004,0.0,21.61,47.95,520.1,2388.2,8211.93,8.5494,396.0,38.4,23.163,1
5109,-0.0046,4.7596153846153844e-05,21.61,48.12,520.16,2388.19,8209.41,8.4974,398.0,38.77504854368932,23.25803932038835,1
5110,0.0002,-0.0002,21.61,47.56,521.53,2388.13,8126.96,8.4322,393.0,38.82,23.3124,0
5111,-0.0006,0.0,21.61,47.44,521.09,2388.14,8125.07,8.4626,392.0,38.76,23.2642,0
5112,0.0002,-0.0001,21.61,47.62,521.64,2388.13,8124.61,8.4142,391.0,38.78,23.3072,0
5114,0.0026,0.0001,21.61,47.38,521.3,2388.11,8126.1,8.4018,394.0,38.84,23.2591,0
5115,0.0026,0.0004,21.61,47.59,521.49,2388.07,8125.29,8.4515,392.0,38.97,23.2985,0
5116,0.0032,0.0003,21.61,47.39,521.52,2388.07,8131.55,8.4827,393.0,38.76,23.4328,0
5117,-0.0001,-0.0001,21.61,47.63,521.24,2388.18,8126.07,8.4106,392.0,38.8,23.279,0
5118,0.002,-0.0003,21.61,47.54,521.17,2388.14,8121.35,8.4442,394.0,38.99,23.2642,0
5119,-0.0011,0.0005,21.61,47.56,521.1079569892473,2388.1,8128.39,8.4446,394.0,38.77,23.3325,0
5120,0.0007,-0.0003,21.61,47.34,521.41,2388.11,8128.45,8.4435,394.0,38.98,23.3468,0
5121,-0.0005,-0.0002,21.61,47.48,521.59,2388.14,8131.34,8.4164,393.0,38.78,23.2211,0
5122,-0.0023,-0.0003,21.61,47.45,521.93,2388.13,8125.23,8.4351,393.0,38.751720430107525,23.2512,0
5123,0.0001,0.0004,21.61,47.48,522.11,2388.13,8129.67,8.4432,393.0,38.94,23.3845,0
5124,-0.001,0.0005,21.61,47.49,521.47,2388.1,8129.2,8.4303,393.0,38.75,23.3319,0
5125,-0.0009,0.0004,21.61,47.57,521.5,2388.09,8126.64,8.4432,394.0,38.76,23.2297,0
5126,0.0014,0.0003,21.61,47.49,521.34,2388.07,8123.36,8.4638,394.0,39.1,23.2647,0
5127,0.0013,0.0003,21.61,47.43,521.59,2388.08,8130.29,8.4456,394.0,38.74,23.3053,0
5128,0.0017,-0.0003,21.61,47.74,521.36,2388.14,8127.69,8.4363,394.0,38.89,23.362,0
5129,0.0002,0.0005,21.61,47.55,521.45,2388.17,8135.62,8.4226,394.0,38.93,23.2996,0
5130,0.0003,0.0003,21.61,47.51,521.66,2388.18,8122.91,8.4233,392.0,38.61,23.3702,0
5131,-0.0052,-0.0004,21.61,47.42,521.09,2388.13,8127.72,8.4401,394.0,38.73,23.2687,0
5132,-0.0003,0.0,21.61,47.54,521.54,2388.16,8129.05,8.4523,392.0,38.75,23.3312,0
5133,-0.0033,-0.0004,21.61,47.31,521.77,2388.16,8123.36,8.4651,393.0,38.95,23.2863,0
5134,-0.0022,-0.0003,21.61,47.28,521.73,2388.11,8128.21,8.4343,393.0,38.9,23.2971,0
5135,-0.0026,0.0004,21.61,47.36,521.57,2388.09,8124.57,8.4451,393.0,38.9,23.3277,0
5136,-0.006,-0.0004,21.61,47.43,521.37,2388.09,8127.8,8.4405,393.0,38.98,23.3198,0
5138,0.0022,-0.0004,21.61,47.51,521.28,2388.1,8129.29,8.441,393.0,38.92,23.2838,0
5139,-0.0002,0.0,21.61,47.65,521.43,2388.02,8131.62,8.42,392.0,38.84,23.294,0
5140,0.0001,-0.0002,21.61,47.69,520.88,2388.08,8121.27,8.461,393.7700534759358,38.8,23.368,0
5141,-0.001,-0.0002,21.61,47.43,521.37,2388.08,8129.74,8.455,393.0,38.68,23.3068,0
5142,0.0003,0.0004,21.61,47.67,521.5,2388.13,8124.59,8.4566,392.0,38.91,23.3369,0
5143,-0.0015,-0.0001,21.61,47.63,521.05,2388.15,8126.67,8.397,394.0,39.0,23.3474,0
5144,0.004,0.0,21.61,47.27,521.66,2388.14,8119.6,8.4148,391.0,38.94,23.2157,0
5145,0.0031,-7.567567567567567e-06,21.61,47.49,521.78,2388.06,8125.48,8.4661,393.0,38.87,23.334,0
5146,-0.0019,-0.0002,21.61,47.58,521.51,2388.12,8128.69,8.4773,394.0,39.03,23.3528,0
5147,-0.0004,0.0004,21.61,47.59,521.31,2388.16,8128.51,8.4452,392.0,38.61,23.3046,0
5148,-0.0049,-0.0003,21.61,47.41,521.1079569892473,2388.12,8132.76,8.4503,393.0,38.74,23.3291,0
5149,0.0022,-0.0001,21.61,47.47,521.74,2388.17,8126.8,8.454,392.0,38.73,23.2737,0
5150,0.0006,-0.0003,21.61,47.64,521.42,2388.07,8129.75,8.4588,395.0,38.71,23.2904,0
5151,-0.0005,0.0001,21.61,47.58,522.03,2388.15,8129.88,8.4398,393.0,38.77,23.2234,0
5152,-0.0013,-0.0005,21.61,47.74,521.57,2388.11,8129.49,8.4202,394.0,38.81,23.3326,0
5153,0.0039,0.0001,21.61,47.67,521.33,2388.12,8127.39,8.4596,392.0,38.9,23.2664,0
5154,-0.0021,-0.0005,21.61,47.6,520.97,2388.15,8129.89,8.4424,393.0,38.89,23.3069,0
5155,-0.0022,-0.0002,21.61,47.58,521.06,2388.15,8128.39,8.4722,393.0,38.81,23.3582,0
5156,0.0042,-0.0003,21.61,47.47,520.7,2388.14,8128.77,8.4856,392.0,38.72,23.2004,0
5157,0.0026,0.0003,21.61,47.4,521.23,2388.12,8124.3,8.4149,394.0,38.77,23.251335519125682,0
5158,-0.0009,-0.0004,21.61,47.44,521.21,2388.12,8122.01,8.4415,394.0,38.64,23.2306,0
5159,-0.0025,-0.0001,21.61,47.49,521.45,2388.11,8133.22,8.4281,392.0,38.97,23.1972,0
5160,0.0006,-0.0001,21.61,47.51,521.22,2388.14,8129.4,8.4199,393.0,38.86,23.2873,0
5161,-0.0042,-0.0003,21.61,47.59,521.23,2388.12,8130.1,8.4798,393.0,38.94,23.3206,0
5162,0.0027,-0.0002,21.61,47.73,520.57,2388.14,8126.93,8.4393,392.0,38.81,23.328,0
5163,-0.0015,-0.0004,21.61,47.59,521.99,2388.14,8126.43,8.4264,395.0,38.77,23.3513,0
5164,-0.0006,0.0004,21.61,47.62,521.26,2388.11,8132.05,8.4147,392.0,38.71,23.2913,0
5165,0.0008,-0.0001,21.61,47.62,521.47,2388.11,8145.41308108108,8.45991550802139,393.0,38.83,23.371,0
5166,0.0035,-0.0004,21.61,47.51,521.36,2388.13,8128.56,8.4925,395.0,39.02,23.3341,0
5167,0.0014,0.0003,21.61,47.39,521.43,2388.15,8127.12,8.4437,392.0,38.73,23.2706,0
5168,-0.0024,-0.0004,21.61,47.64,521.59,2388.15,8137.38,8.4407,393.0,38.83,23.398,0
5169,-0.0049,0.0003,21.61,47.44,520.98,2388.14,8126.72,8.4356,394.0,38.82,23.3418,0
5170,0.0005,0.0001,21.61,47.49,521.31,2388.12,8131.03,8.4635,392.0,38.8,23.3025,0
5171,0.0027,0.0005,21.61,47.55,521.79,2388.11,8127.84,8.4485,395.0,38.85,23.4051,0
5172,0.0005,-0.0002,21.61,47.7,521.59,2388.08,8127.95,8.4821,393.0,38.8,23.3506,0
5173,-0.0023,0.0002,21.61,47.58,521.3,2388.04,8130.75,8.4438,392.0,38.88,23.2142,0
5174,0.0017,-0.0004,21.61,47.46,521.5,2388.09,8132.17,8.4122,391.0,38.84,23.255,0
5175,0.0014,-0.0002,21.61,47.66,521.71,2388.12,8128.78,8.4109,393.0,38.94,23.251335519125682,0
5176,-0.0034,-0.0001,21.61,47.43,521.39,2388.1,8135.19,8.4042,394.0,38.85,23.2758,0
5177,0.0004,-0.0004,21.61,47.59,520.99,2388.08,8132.4,8.4392,392.0,38.83,23.3559,0
5178,0.0003,0.0004,21.61,47.52,521.2,2388.07,8128.12,8.4248,392.0,38.76,23.3363,0
5179,-0.0003,-0.0002,21.61,47.47,521.67,2388.15,8130.95,8.4491,393.0,38.68,23.2131,0
5180,0.0012,0.0001,21.61,47.6,521.22,2388.15,8123.7,8.4632,395.0,38.8,23.2864,0
5181,0.0016,0.0003,21.61,47.49,520.66,2388.18,8129.91,8.4266,393.0,38.88,23.2242,0
5182,0.0018,0.0,21.61,47.64,521.21,2388.14,8134.42,8.4453,394.0,38.73,23.1944,0
5183,-0.0007,-0.0002,21.61,47.49,521.1079569892473,2388.08,8126.86,8.4464,395.0,38.83,23.2443,0
5184,0.0016,0.0,21.61,47.65,521.09,2388.07,8133.82,8.4578,393.0,38.65,23.2159,0
5185,-0.0007,-0.0003,21.61,47.54,520.74,2388.13,8130.44,8.4682,394.0,38.66,23.2473,0
5186,0.003,-0.0003,21.61,47.56,521.74,2388.12,8129.97,8.426,392.0,38.83,23.2945,0
5187,0.0002,0.0005,21.61,47.48,521.3,2388.15,8133.06,8.4371,392.0,38.75,23.251335519125682,0
5188,-0.002,-0.0005,21.61,47.53,521.35,2388.13,8145.41308108108,8.4364,392.0,38.79,23.2569,0
5189,0.0056,0.0004,21.61,47.49,521.03,2388.16,8128.34,8.4826,393.0,38.66,23.3776,0
5190,-0.0029,0.0002,21.61,47.53,520.6,2388.09,8131.59,8.4811,390.0,38.86,23.3555,0
5191,-0.0002,-0.0004,21.61,47.42,521.43,2388.07,8131.27,8.4789,394.0,38.81,23.251335519125682,0
5192,-0.0008,-0.0005,21.61,47.71,521.39,2388.12,8131.79,8.4319,392.0,38.81,23.2766,0
5194,-0.0018,0.0004,21.61,47.63,520.65,2388.1,8129.78,8.4192,394.0,38.84,23.3886,0
5195,0.0019,-0.0001,21.61,47.49,521.76,2388.15,8132.07,8.4527,393.0,38.76,23.3023,0
5196,0.0001,0.0003,21.61,47.54,521.02,2388.1,8132.54,8.4539,395.0,38.62,23.3896,0
5197,0.0004,0.0001,21.61,47.57,520.89,2388.14,8131.73,8.4858,392.0,38.94,23.2118,0
5199,-0.001,0.0002,21.61,47.61,521.64,2388.16,8134.88,8.5059,393.0,38.83,23.2848,0
5200,0.0033,0.0,21.61,47.54,521.44,2388.16,8137.09,8.4245,393.7700534759358,38.7,23.3321,0
5202,0.0015,0.0,21.61,47.59,520.7,2388.18,8136.4,8.4801,393.0,38.71,23.224,0
5203,0.0024,-0.0001,21.61,47.58,520.88,2388.06,8136.09,8.4588,395.0,38.71,23.2066,0
5204,-0.0001449197860962567,0.0004,21.61,47.47,521.55,2388.05,8141.11,8.4596,393.0,38.89,23.221,0
5205,0.0019,-0.0003,21.61,47.57,521.7,2388.09,8131.92,8.4668,392.0,38.91,23.2245,0
5206,-0.0065,0.0002,21.61,47.51,521.07,2388.16,8133.94,8.4045,393.0,38.65,23.2665,0
5207,-0.0002,0.0004,21.61,47.51,521.47,2388.12,8131.84,8.4465,393.0,38.69,23.2365,0
5208,0.0016,0.0005,21.61,47.61,521.08,2388.07,8134.14,8.4583,393.0,38.63,23.261,0
5210,-0.0001449197860962567,0.0,21.61,47.69,521.05,2388.11,8131.21,8.465,393.0,38.9,23.1811,0
5211,-0.0018,0.0003,21.61,47.62,521.03,2388.14,8138.38,8.4438,394.0,38.78,23.2241,0
5212,0.0004,-0.0001,21.61,47.55,521.23,2388.09,8133.07,8.4258,394.0,38.92,23.3148,0
5213,0.0022,-0.0002,21.61,47.58,521.58,2388.16,8130.43,8.4184,393.0,38.88,23.2761,0
5214,0.003,0.0002,21.61,47.63,521.32,2388.14,8136.27,8.3984,394.0,38.751720430107525,23.2679,0
5215,0.0008,0.0003,21.61,47.65,521.33,2388.16,8136.79,8.4427,392.0,38.79,23.2433,0
5216,0.0039,-0.0004,21.61,47.64,521.07,2388.14,8136.39,8.4657,394.0,39.05,23.2332,0
5218,0.0006,-0.0003,21.61,47.74,521.64,2388.11,8141.97,8.4557,394.0,38.76,23.2664,0
5219,-0.0033,0.0003,21.61,47.57,521.02,2388.11,8137.04,8.4783,392.0,38.72,23.2103,0
5220,-0.0017,0.0,21.61,47.49,521.29,2388.15,8141.58,8.4341,395.0,38.79,23.2884,0
5221,-0.0016,0.0,21.61,47.78,521.06,2388.1,8132.29,8.4548,394.0,38.76,23.2857,0
5222,0.0004,0.0,21.61,47.6,521.72,2388.13,8136.0,8.4922,395.0,38.71,23.2652,0
5223,-0.0013,0.0005,21.61,47.6,521.21,2388.18,8139.32,8.4836,392.0,38.79,23.2896,0
5224,-0.0031,0.0001,21.61,47.41,520.97,2388.12,8141.49,8.4579,394.0,38.74,23.3543,0
5225,-0.0015,0.0005,21.61,47.73,520.97,2388.14,8134.59,8.4376,395.0,38.73,23.262,0
5226,-0.002,-0.0002,21.61,47.46,521.58,2388.13,8131.81,8.4479,394.0,38.62,23.2787,0
5227,0.0007,-0.0002,21.61,47.63,521.58,2388.11,8141.79,8.4692,393.0,38.79,23.3029,0
5228,-0.0035,0.0003,21.61,47.51,521.24,2388.11,8139.93,8.4492,393.0,38.74,23.3369,0
5229,-0.0027,-0.0005,21.61,47.63,521.39,2388.1,8143.82,8.4524,393.0,38.73,23.1954,0
5230,0.0006,-7.567567567567567e-06,21.61,47.76,521.27,2388.13,8137.8,8.5259,395.0,38.83,23.2952,0
5231,-0.0028,0.0004,21.61,47.647272727272735,521.28,2388.1227322404375,8144.17,8.4295,393.0,38.72,23.3688,0
5232,-0.0005,-0.0004,21.61,47.62,520.63,2388.08,8133.46,8.4437,394.0,38.75,23.2716,0
5233,-0.0029,0.0001,21.61,47.52,521.82,2388.11,8145.41308108108,8.44,394.0,38.84,23.2545,0
5234,-0.0017,-0.0002,21.61,47.58,520.6,2388.13,8144.96,8.5054,394.0,38.94,23.2735,0
5235,-0.0013,0.0005,21.61,47.62,521.07,2388.1227322404375,8145.35,8.4273,393.0,38.86,23.2378,0
5236,0.0,0.0001,21.61,47.68,521.0,2388.11,8135.74,8.4604,394.0,38.7,23.1846,0
5237,-0.0018,-0.0003,21.61,47.68,521.32,2388.1,8141.66,8.4048,392.0,38.84,23.2914,0
5238,-0.0037,-0.0001,21.61,47.66,521.64,2388.09,8149.83,8.4466,393.0,38.83,23.2279,0
5239,-0.0017,0.0001,21.61,47.75,520.6,2388.13,8143.2,8.4583,394.0,38.64,23.2408,0
5240,0.0014,0.0002,21.61,47.57,521.38,2388.15,8142.51,8.4437,393.0,38.82,23.2675,0
5241,-0.0001,-0.0003,21.61,47.63,521.18,2388.09,8140.92,8.4666,394.0,38.65,23.2512,0
5242,0.0025,-0.0004,21.61,47.72,521.46,2388.18,8143.54,8.4855,393.0,38.8,23.2418,0
5243,0.0012,0.0004,21.61,47.73,520.81,2388.08,8145.79,8.4394,397.0,38.91,23.2175,0
5244,0.0025,-0.0004,21.61,47.7,521.41,2388.13,8147.22,8.4709,393.0,38.85,23.2727,0
5245,0.0008,0.0001,21.61,47.57,520.69,2388.14,8145.37,8.4657,395.0,38.83,23.1946,0
5246,0.0015,0.0002,21.61,47.58,521.7,2388.09,8151.68,8.4092,393.0,38.85,23.2432,0
5247,-0.0004,-0.0001,21.61,47.9,521.14,2388.1227322404375,8148.75,8.4432,393.0,38.77,23.2822,0
5249,-0.0033,0.0004,21.61,47.66,521.44,2388.12,8149.51,8.4764,394.0,38.68,23.2887,0
5250,0.0001,-0.0001,21.61,47.71,520.82,2388.05,8147.0,8.4295,396.0,38.83,23.2378,0
5251,0.0022,-0.0003,21.61,47.72,521.49,2388.17,8152.2,8.4606,394.0,38.79,23.1802,0
5252,0.0007,0.0,21.61,47.84,520.75,2388.11,8151.19,8.4698,393.0,38.61,23.2324,0
5253,0.0,-0.0004,21.61,47.69,521.48,2388.09,8157.71,8.4735,393.0,38.751720430107525,23.0696,0
5254,0.0021,-0.0001,21.61,47.82,521.07,2388.12,8153.68,8.4763,393.0,38.63,23.2157,0
5255,-0.0018,-0.0003,21.61,47.77,520.91,2388.07,8152.26,8.4515,394.0,38.5,23.1227,0
5256,-0.0014,-0.0004,21.61,47.58,521.18,2388.1227322404375,8157.14,8.45991550802139,394.0,38.69,23.3643,0
5257,-0.0012,0.0001,21.61,47.76,520.94,2388.12,8153.04,8.5091,396.0,38.65,23.2159,0
5258,0.0009,0.0001,21.61,47.81,521.56,2388.12,8157.35,8.4315,394.0,38.75,23.2455,0
5259,0.0001,-0.0005,21.61,47.81,521.19,2388.1227322404375,8150.6,8.4369,395.0,38.75,23.179,0
5260,-0.0019,0.0001,21.61,47.72,520.49,2388.08,8154.0,8.4841,392.0,38.56,23.2403,0
5261,-0.0026,0.0002,21.61,47.76,520.39,2388.11,8154.44,8.4598,395.0,38.8,23.3102,0
5262,0.0051,-7.567567567567567e-06,21.61,47.71,521.29,2388.12,8159.71,8.4625,393.0,38.75,23.2126,0
5263,0.0017,0.0001,21.61,47.63,520.56,2388.1,8152.48,8.431,395.0,38.66,23.2891,0
5264,0.0005,-0.0002,21.61,47.71,521.03,2388.1,8158.14,8.4715,395.0,38.7,23.2401,0
5265,0.0002,0.0003,21.61,47.63,521.49,2388.1,8158.03,8.4945,395.0,38.63,23.1976,0
5266,0.0024,-0.0005,21.61,47.7,521.03,2388.13,8155.5,8.448,395.0,38.6,23.2071,0
5267,0.0005,-0.0005,21.61,47.76,521.02,2388.1,8162.18,8.4482,394.0,38.83,23.2356,0
5268,0.0023,0.0005,21.61,47.59,520.79,2388.16,8166.78,8.5171,396.0,38.59,23.1999,0
5269,0.0022,-0.0005,21.61,47.77,521.33,2388.11,8156.88,8.4634,395.0,38.61,23.1524,0
5270,0.0021,0.0003,21.61,47.89,520.87,2388.1,8166.51,8.5008,393.0,38.62,23.1214,0
5271,0.0003,0.0003,21.61,47.79,520.01,2388.12,8157.68,8.4818,395.0,38.72,23.251335519125682,0
5272,-0.0009,-0.0003,21.61,47.77,521.27,2388.12,8165.51,8.4865,396.0,38.9,23.1581,0
5273,-0.0036,0.0004,21.61,47.75,520.75,2388.12,8170.58,8.4672,395.0,38.82,23.2149,0
5274,-0.005,-0.0003,21.61,47.82,520.95,2388.1227322404375,8162.95,8.4769,395.0,38.6,23.1424,0
5275,-0.0021,-0.0002,21.61,47.89,520.73,2388.15,8169.24,8.4862,395.0,38.71,23.115,0
5276,0.0,-0.0004,21.61,47.7,521.0,2388.11,8163.68,8.5003,394.0,38.71,23.1469,0
5277,0.0047,-0.0005,21.61,47.89,520.42,2388.16,8165.89,8.5048,394.0,38.72,23.1771,0
5279,-0.0024,0.0003,21.61,47.92,520.48,2388.18,8175.51,8.5178,395.0,38.61,23.0953,1
5280,-0.0021,0.0003,21.61,48.09,520.57,2388.12,8171.66,8.4872,396.0,38.63,23.2545,1
5281,-0.0032,-0.0002,21.61,47.64,520.48,2388.09,8177.59,8.4652,395.0,38.74,23.263,1
5282,-0.0006,0.0002,21.61,47.86,520.57,2388.1,8174.19,8.5235,395.0,38.73,23.2349,1
5283,-0.0001,-0.0001,21.61,47.85,520.95,2388.14,8178.24,8.5159,395.0,38.58,23.2186,1
5284,0.0007,0.0001,21.61,47.76,520.16,2388.19,8173.53,8.5125,395.0,38.65,23.1573,1
5285,-0.0005,-0.0001,21.61,47.91,520.79,2388.11,8177.37,8.5328,394.0,38.6,23.0826,1
5286,-0.001,0.0003,21.61,48.03,520.6,2388.13,8178.78,8.5052,396.0,38.57,23.137,1
5287,-0.0026,-0.0001,21.61,47.75,520.1,2388.11,8182.23,8.4769,395.0,38.35,23.1517,1
5288,0.004,0.0004,21.61,47.99,520.39,2388.13,8185.7,8.5043,396.0,38.54,23.2159,1
5289,0.0005,0.0005,21.61,47.82,520.31,2388.15,8182.03,8.4848,396.0,38.67,23.1208,1
5290,0.0034,0.0002,21.61,47.99,520.52,2388.17,8183.51,8.5251,397.0,38.68,23.1598,1
5291,-0.001,-0.0001,21.61,47.84,520.78,2388.11,8184.24,8.4827,394.0,38.65,23.2101,1
5292,-0.0022,-0.0005,21.61,48.07,520.04,2388.18,8189.5,8.4973,395.0,38.55,23.1373,1
5293,-0.0017,0.0003,21.61,47.83,520.25,2388.14,8186.28,8.512,394.0,38.64,23.1791,1
5294,-0.0007,-7.567567567567567e-06,21.61,47.88,520.11,2388.15,8193.97,8.5088,394.0,38.6,23.0039,1
5295,-0.0022,-0.0003,21.61,47.92,521.01,2388.14,8202.18,8.5137,395.0,38.32,23.1313,1
5296,0.0013,-0.0004,21.61,48.15,519.7,2388.08,8199.87,8.5071,395.0,38.57,23.1639,1
5297,-0.0013,0.0001,21.61,47.87,519.8,2388.13,8198.83,8.4834,395.0,38.44,23.1403,1
5298,0.0005,0.0,21.61,48.2,520.54,2388.17,8207.26,8.4844,396.0,38.58,23.1637,1
5299,0.0009,-0.0003,21.61,47.647272727272735,520.33,2388.14,8204.56,8.4889,396.0,38.63,23.2113,1
5300,-0.0024,0.0004,21.61,47.95,519.97,2388.16,8200.26,8.5494,397.0,38.58,23.0404,1
5301,0.0014,0.0004,21.61,48.02,520.34,2388.21,8198.45,8.5053,397.0,38.43,23.11,1
5302,0.0012,0.0002,21.61,47.98,519.8,2388.15,8204.37,8.5207,396.0,38.39,23.251335519125682,1
5304,-0.0011,0.0,21.61,48.03,520.44,2388.16,8214.85,8.5399,396.0,38.57,23.114,1
5305,-0.0034,0.0002,21.61,47.98,520.28,2388.16,8145.41308108108,8.4726,395.0,38.46,23.0408,1
5306,0.0007,0.0,21.61,48.14,520.41,2388.13,8219.41,8.5083,398.0,38.57,23.0534,1
5307,-0.0025,0.0,21.61,48.07,520.53,2388.16,8213.47,8.5098,397.0,38.45,23.1852,1
5308,-0.0005,0.0003,21.61,48.05,519.2,2388.2,8222.42,8.5347,398.0,38.27,22.9867,1
5309,0.0004,0.0,21.61,47.61,521.21,2388.06,8144.58,8.4088,391.0,38.74,23.3425,0
5310,-0.0026,-0.0003,21.61,47.4,521.95,2388.11,8138.82,8.4346,395.0,39.04,23.4075,0
5311,0.0005,-0.0003,21.61,47.38,521.95,2388.07,8145.91,8.4253,391.0,38.75,23.2521,0
5312,0.0012,-0.0002,21.61,47.36,521.98,2388.03,8141.46,8.433,393.4761904761905,38.8,23.333,0
5313,-0.0038,-0.0005,21.61,47.44,521.96,2388.06,8138.58,8.4384,394.0,38.98,23.392,0
5314,-0.0012,0.0002,21.61,47.44,521.75,2388.06,8145.23,8.4208,393.0,38.9,23.319,0
5315,0.0003,0.0001,21.61,47.45,521.21,2388.06,8140.38,8.4177,393.0,38.97,23.2795,0
5316,0.0012,0.0002,21.61,47.48,522.36,2388.05,8146.22,8.4298,394.0,38.82,23.3563,0
5317,-0.003,0.0001,21.61,47.34,521.29,2388.08,8144.82,8.4011,392.0,38.94,23.3202,0
5318,0.0013,0.0001,21.61,47.52,521.19,2388.09,8142.33,8.4128,393.0,38.95,23.4244,0
5320,-0.0021,-0.0003,21.61,47.45,522.05,2388.04,8138.0,8.4468,393.0,38.82,23.3062,0
5321,0.005,0.0004,21.61,47.44,521.87,2388.09,8144.86,8.4276,392.0,38.64,23.3662,0
5322,0.0012,0.0001,21.61,47.31,521.98,2388.07,8151.14,8.4452,394.0,38.97,23.3414,0
5323,0.0006,-0.0002,21.61,47.42,521.67,2388.06,8141.61,8.4514,393.0,38.73,23.3552,0
5324,-0.0024,-0.0003,21.61,47.5,521.55,2388.02,8138.07,8.4352,392.0,38.82,23.3333,0
